layer,head,n_trials,mean_delta_p,std_delta_p,mean_abs_delta_p
8,26,50,-0.00014196634583640844,0.0010063486406579614,0.00024924278841353953
13,14,50,-0.00015161991177592427,0.0006304421694949269,0.00024619579198770225
8,20,50,7.754683610983193e-05,0.0006403503939509392,0.00024499534629285336
7,8,50,0.00013824939378537238,0.0007880061748437583,0.0002448654267936945
15,25,50,0.00010167598520638421,0.0007485355017706752,0.00024466513423249125
18,16,50,-0.00017096995725296438,0.0007539626676589251,0.00024461507564410567
22,29,50,-0.00019651770708151162,0.0010273817460983992,0.00024407744058407843
26,23,50,-5.3048133850097656e-05,0.000548970652744174,0.00024082422896753997
26,12,50,-0.0002178084832848981,0.0009967000223696232,0.00024009823391679674
18,14,50,0.00022228718444239348,0.0006704102270305157,0.00023897885694168508
21,12,50,-0.00012776374933309853,0.001086209318600595,0.00023789405531715602
22,27,50,-9.71043118624948e-05,0.0008320703636854887,0.00023512243933510035
24,3,50,-0.0001601374096935615,0.0009958632290363312,0.00023413776943925768
18,23,50,-3.838658449240029e-05,0.0005656308494508266,0.00023393273295369
31,27,50,-0.00022875070862937719,0.0007047447725199163,0.00023183823213912547
12,5,50,7.837295561330393e-05,0.0005250518443062901,0.0002311849530087784
8,25,50,-0.00016916751337703317,0.0006563416682183743,0.0002239870955236256
17,26,50,9.251236770069227e-05,0.0006258257781155407,0.0002236950385849923
26,1,50,-1.8583536075311713e-05,0.0007285955944098532,0.00022282719146460295
7,3,50,-0.00012426376633811742,0.0007487550028599799,0.0002220082242274657
31,13,50,-0.00020848870917689055,0.0009060117299668491,0.00022199272643774748
22,8,50,1.819491444621235e-05,0.0007316055125556886,0.00022132993035484105
7,13,50,-8.854031329974532e-05,0.0009063776233233511,0.00022055268345866352
27,22,50,-0.0001439070765627548,0.0005147706251591444,0.00021936178382020444
28,30,50,-0.00016411066462751478,0.000628599023912102,0.0002189445513067767
13,11,50,-7.894754526205361e-05,0.000585703703109175,0.00021775484492536634
15,31,50,-0.00017663120524957776,0.000732142070773989,0.00021729589207097888
10,30,50,-4.5211316319182515e-05,0.000574992795009166,0.00021677493350580335
7,26,50,-0.00011513113713590428,0.0007269360939972103,0.00021591066615656018
22,28,50,-1.8249749700771645e-05,0.0008017239742912352,0.00021589160314761102
29,28,50,-0.00018339991220273077,0.0005699407192878425,0.000214267973206006
14,3,50,1.4292001651483588e-05,0.0006221591611392796,0.00021366000873968005
22,2,50,-4.226446253596805e-05,0.00047537224600091577,0.0002132821100531146
8,19,50,0.0001155972495325841,0.000986587954685092,0.00021311521413736045
30,16,50,0.00019625901768449694,0.0006813340005464852,0.00021244764502625912
18,4,50,-0.0001780343009158969,0.0007532720919698477,0.0002102541911881417
23,6,50,-0.00010391711839474738,0.0006157856550998986,0.00020981550915166736
10,8,50,-4.39441209891811e-05,0.0005231885006651282,0.0002096092648571357
15,29,50,-0.00019125222752336413,0.0006584392976947129,0.0002085161249851808
16,10,50,7.307768100872636e-05,0.0005903021665289998,0.0002053523057838902
14,14,50,8.88299910002388e-05,0.0006821135757490993,0.00020475625933613628
28,12,50,-4.1257142584072426e-05,0.0005854314076714218,0.0002041113330051303
29,9,50,-0.0001777184079401195,0.00070902518928051,0.00020214676624163985
8,11,50,9.790778130991384e-05,0.0005242203478701413,0.00019741654978133738
27,5,50,-0.00012632131983991712,0.0007238013786263764,0.0001967072457773611
22,18,50,-0.0001493346644565463,0.0006043910980224609,0.0001967012940440327
5,11,50,7.587671461806167e-06,0.0005519906990230083,0.0001939189387485385
16,12,50,-8.767723920755088e-05,0.0007980070658959448,0.00019271970086265355
18,28,50,-9.331107139587402e-05,0.0009230521391145885,0.00019214987696614116
21,14,50,-1.448392822567257e-06,0.0004932598676532507,0.00019123911624774337
10,20,50,5.9636829973896965e-05,0.0007882792851887643,0.000191069848369807
23,27,50,-6.538868183270097e-05,0.0005536365206353366,0.00019089459965471178
8,21,50,-4.248023105901666e-05,0.0005430024466477334,0.00019051671552006155
31,28,50,4.42397576989606e-05,0.0006689867004752159,0.00018808722961694002
29,30,50,-0.00016786814376246184,0.0010270520579069853,0.00018662691581994295
6,25,50,0.00018150210962630808,0.00047159267705865204,0.0001858293981058523
23,5,50,0.00015459895075764507,0.0005942698917351663,0.00018564819765742868
20,24,50,-0.00017282008775509894,0.000526967050973326,0.00018419027037452906
28,13,50,-4.94158266519662e-05,0.0006863317103125155,0.00018400787666905671
2,27,50,-5.364537355490029e-05,0.0006101844483055174,0.0001837718446040526
19,0,50,2.042770393018145e-05,0.0005581457517109811,0.00018318653746973723
5,15,50,-0.00012533068365883082,0.0005890416214242578,0.00018281102529726923
9,9,50,8.137822442222387e-05,0.0004996380303055048,0.00018235325114801526
8,3,50,7.112145249266177e-05,0.0004153084009885788,0.00018104194896295667
10,31,50,-4.315614569350146e-05,0.0005583257297985256,0.00018009901395998895
31,18,50,6.355404912028462e-05,0.0004998205113224685,0.00017968297470360994
11,31,50,0.00012769698514603078,0.00046859943540766835,0.00017917872173711658
15,4,50,9.335160575574264e-05,0.0005088729085400701,0.00017804026720114052
7,4,50,-9.20832171686925e-05,0.0005059665418229997,0.00017715572903398424
9,20,50,0.0001641821872908622,0.00043212686432525516,0.00017692804976832122
20,3,50,0.0001234424125868827,0.0008977532852441072,0.00017564416339155287
24,19,50,-9.139061148744076e-05,0.0007429557736031711,0.0001750946103129536
23,21,50,4.652261850424111e-05,0.00047019400517456234,0.0001748609502101317
22,10,50,-0.00014722705236636102,0.0006155473529361188,0.0001714599202387035
19,15,50,2.452611988701392e-05,0.00047267318586818874,0.00017046689754351974
18,17,50,-0.00012247682025190443,0.0005683627096004784,0.00016973614401649684
8,6,50,9.315610077464953e-05,0.0005324301891960204,0.000169364211615175
31,12,50,-2.1619796825689264e-05,0.00041851948481053114,0.00016861915355548263
22,24,50,-0.00013998984650243074,0.0005999932182021439,0.0001681876165093854
26,27,50,-1.4762877981411293e-05,0.0005208460497669876,0.00016772269736975431
7,2,50,-7.233142969198525e-05,0.00041594155482016504,0.0001671457284828648
20,13,50,-7.095574983395636e-05,0.0005284880171529949,0.00016673326899763197
12,25,50,-1.9128323401673697e-05,0.0003792766365222633,0.00016606569988653064
7,23,50,-5.1753522711806e-05,0.0005377972847782075,0.00016390800010412931
31,29,50,-0.00013688445324078202,0.00044116025674156845,0.00016379953012801707
18,31,50,7.391929830191657e-05,0.0006591257988475263,0.00016349554061889648
7,27,50,-0.000127080682432279,0.0004924198728986084,0.00016331553342752159
26,19,50,-5.95533856539987e-05,0.0005231507821008563,0.000162473923410289
7,25,50,8.802175580058247e-05,0.00037160987267270684,0.0001616334920981899
8,5,50,-8.772969158599153e-05,0.00044566698488779366,0.00016049503756221384
25,13,50,-0.00011647701467154548,0.00047234195517376065,0.00015899896970950067
11,14,50,3.890633524861187e-05,0.00048286092351190746,0.000158189533976838
6,5,50,0.0001425051741534844,0.000508048920892179,0.00015801668632775545
7,0,50,-8.875846833689138e-05,0.00047182259731926024,0.00015701532538514584
3,29,50,3.7782192521262914e-05,0.00045083960867486894,0.00015694380272179842
6,7,50,-0.00014387011469807476,0.000639286357909441,0.00015677094052080065
7,18,50,-5.2510498790070415e-05,0.0005970234051346779,0.00015568852541036904
18,20,50,-1.5054941286507528e-05,0.00052878656424582,0.0001551711611682549
7,6,50,-2.1997690055286512e-05,0.00043831049697473645,0.00015460848226211965
21,28,50,5.184412202652311e-06,0.0004837517044506967,0.00015442966832779348
16,27,50,-0.0001238918339367956,0.0004988205619156361,0.00015365600120276213
31,9,50,0.00013669609325006604,0.0006316392682492733,0.00015261530643329024
4,15,50,4.280924622435123e-05,0.0006543715135194361,0.00015239357890095562
30,12,50,-6.108164961915463e-05,0.00048376814811490476,0.0001515018957434222
8,29,50,3.3345222618663684e-05,0.0004297389241401106,0.00015071392408572137
15,30,50,6.763577403035015e-05,0.0004942201776430011,0.00015054822142701596
9,3,50,-4.46951380581595e-05,0.0005223588086664677,0.00015019298007246107
7,31,50,-4.950404036208056e-05,0.0003727418079506606,0.00014967084280215204
7,21,50,4.575371713144705e-05,0.00043195727630518377,0.00014906763681210577
10,1,50,0.00013679981930181384,0.00035046276752837,0.00014898061635904014
18,8,50,-0.00011046529107261449,0.0004952310118824244,0.00014838576316833496
16,25,50,-5.7175158872269094e-05,0.0005132218939252198,0.0001482272200519219
7,7,50,-4.8971174692269415e-05,0.0005309358239173889,0.00014815331087447703
17,24,50,8.647560753161088e-05,0.0002830109151545912,0.000147806407767348
24,17,50,-3.3603908377699554e-05,0.0003538464370649308,0.00014760374324396253
20,22,50,0.00014421940431930125,0.0004802865150850266,0.00014704227214679122
6,22,50,-0.000113790032628458,0.0005152593948878348,0.00014592408842872828
0,11,50,-4.4764281483367085e-05,0.0004781213356181979,0.00014514803478959948
29,11,50,-0.00013173460320103914,0.00045175544801168144,0.00014514088979922235
29,21,50,-5.5599211918888614e-05,0.00046733886119909585,0.0001449394185328856
28,9,50,0.00010075569298351184,0.00042182381730526686,0.00014488697343040258
27,14,50,3.0707120458828285e-05,0.0003776218509301543,0.00014354825543705374
15,23,50,-3.917217327398248e-05,0.00041176669765263796,0.0001427912648068741
16,18,50,-2.682209014892578e-07,0.0004276085819583386,0.00014264702622313052
30,2,50,-4.1297673305962235e-05,0.00035165835288353264,0.00014232992543838918
20,0,50,-1.9419192540226504e-05,0.0003680193331092596,0.00014231442764867097
2,7,50,-6.957411824259907e-05,0.0004605529538821429,0.0001419198524672538
15,15,50,-7.90166886872612e-05,0.0005507277674041688,0.00014171838120091707
8,17,50,0.00010495304741198197,0.0006928503862582147,0.00014061332331039011
3,22,50,-3.3497809681648505e-07,0.000415193586377427,0.00013934732123743743
28,14,50,4.4097901991335675e-05,0.00033958765561692417,0.00013922929065302014
30,10,50,-5.793571631329542e-07,0.0004128997679799795,0.00013916015450377017
6,13,50,-6.711959576932713e-05,0.0005014652851969004,0.00013894319999963045
27,30,50,-0.00010884046787396073,0.0003547589876689017,0.0001389360404573381
23,4,50,-2.7780532036558725e-05,0.0003330923500470817,0.00013719558774027973
22,31,50,-0.00010214686335530132,0.00032811323762871325,0.00013675808440893888
27,29,50,0.00013270735507830977,0.0003310535103082657,0.00013619064702652395
4,16,50,-4.736542541650124e-05,0.0003620653005782515,0.0001343500625807792
21,7,50,-9.667754056863487e-05,0.00048386535490863025,0.0001338994479738176
16,1,50,-2.8759241104125977e-05,0.00039250386180356145,0.00013321518781594932
6,27,50,2.6891231755143963e-05,0.0004641649720724672,0.0001331329403910786
3,0,50,3.888010905939154e-05,0.0004750993102788925,0.00013302684237714857
14,17,50,9.796142694540322e-05,0.00034223785041831434,0.00013283728912938386
16,5,50,-9.140610927715898e-05,0.00034131889697164297,0.00013194918574299663
26,14,50,-0.00011849761358462274,0.000411486835218966,0.00013153433974366635
28,17,50,6.885528364364291e-06,0.0003351008635945618,0.00013151406892575324
6,19,50,3.844261300400831e-05,0.0003796961100306362,0.0001314067776547745
26,29,50,-7.224082764878403e-06,0.00032734719570726156,0.0001314020191784948
7,10,50,-0.00011802196240751073,0.00045719972695223987,0.0001298093848163262
5,28,50,1.6092062651296146e-05,0.0004084802349098027,0.0001294100220547989
25,17,50,-6.175041198730469e-05,0.0003887275524903089,0.00012895106920041144
23,12,50,-9.691000013845041e-05,0.00045975722605362535,0.00012888193305116147
31,23,50,1.514911673439201e-05,0.0003740957472473383,0.00012805461301468313
2,19,50,-2.563714951975271e-05,0.00043993437429890037,0.00012791156768798828
19,12,50,-8.777499169809744e-05,0.0004106092674192041,0.00012780546967405826
5,13,50,-9.424209565622732e-05,0.00043521629413589835,0.00012773514026775956
30,22,50,4.652977077057585e-05,0.00038490176666527987,0.0001275968534173444
7,15,50,-8.27670100989053e-06,0.0004528556892182678,0.00012558817979879677
30,21,50,6.071090683690272e-05,0.0003594969748519361,0.00012510061787907034
6,26,50,7.306218321900815e-05,0.0003628153062891215,0.0001238477270817384
7,9,50,-6.009817298036069e-05,0.00029726128559559584,0.00012339830573182553
17,9,50,-9.863018931355327e-05,0.00035469248541630805,0.00012258411152288318
22,16,50,0.00010735511750681326,0.000500830530654639,0.00012231589062139392
7,17,50,3.1242369004758075e-05,0.00038802088238298893,0.00012195586896268651
9,21,50,-4.5268534449860454e-05,0.00031878025038167834,0.0001207137102028355
21,5,50,9.425759344594553e-05,0.0003838903794530779,0.00012007594341412187
19,10,50,-7.50124454498291e-05,0.0003337384550832212,0.00011985420860582963
27,1,50,-4.962206003256142e-05,0.000319890707032755,0.00011982202704530209
6,12,50,-9.000301361083984e-05,0.0004258988774381578,0.00011948824248975143
5,14,50,-1.566529317642562e-05,0.00030969001818448305,0.00011904358689207584
30,19,50,1.6590356608503498e-05,0.0003222722443751991,0.00011887907749041915
8,10,50,4.44245342805516e-05,0.00038978923112154007,0.00011864423868246377
8,0,50,4.474163142731413e-05,0.0004303462046664208,0.00011825322872027755
7,20,50,-2.062797466351185e-05,0.0004026149108540267,0.00011777401232393458
13,9,50,-9.034275717567652e-05,0.00035071969614364207,0.0001177299054688774
16,20,50,3.6118031857768074e-05,0.0003774850629270077,0.00011727571836672723
23,29,50,1.81722643901594e-05,0.00037411804078146815,0.00011723518400685862
4,11,50,-7.250785711221397e-05,0.0003502673062030226,0.00011656761489575729
18,24,50,4.873275611316785e-05,0.0003880393342114985,0.00011639118019957095
21,24,50,-6.621122156502679e-05,0.0004909983254037797,0.000116052629891783
30,14,50,-2.3599863197887316e-05,0.00031006510835140944,0.00011578917474253103
28,3,50,-2.031087933573872e-05,0.00028112041763961315,0.00011515617370605469
18,10,50,-6.890892836963758e-05,0.0002628300280775875,0.00011367678962415084
24,24,50,1.2720823178824503e-05,0.00035133358323946595,0.00011360764619894326
6,24,50,-4.5111180952517316e-05,0.0003496983554214239,0.00011315822484903038
10,11,50,-2.7905702154384926e-05,0.00027629995020106435,0.00011289954272797331
28,24,50,6.518244481412694e-05,0.00035521757672540843,0.00011279463797109202
22,25,50,-4.7422647185157984e-05,0.0004381141043268144,0.00011232971883146092
5,31,50,-9.039878932526335e-05,0.00031564864912070334,0.00011209964577574283
24,22,50,-2.8994083550060168e-05,0.0002793584717437625,0.00011200189328519627
5,24,50,-8.00037378212437e-05,0.0004289165954105556,0.00011198997526662424
5,23,50,-1.9437075025052764e-05,0.00039133269456215203,0.00011192679085070267
27,3,50,-5.846619751537219e-05,0.0003677454369608313,0.0001115024060709402
17,17,50,5.30481315763609e-07,0.0002698715543374419,0.00011127829202450812
2,12,50,-3.193020893377252e-05,0.0003073799889534712,0.00011055827053496614
21,15,50,-3.97288786189165e-05,0.00031942795612849295,0.00011053204798372462
8,8,50,-5.4401160014094785e-05,0.0004312105884309858,0.00010970234870910645
24,23,50,1.0335445040254854e-05,0.00036666507367044687,0.00010960817598970607
25,6,50,-9.933472028933465e-05,0.0003690070298034698,0.00010874748113565147
7,19,50,-2.362608938710764e-05,0.0003473524411674589,0.00010826707148225978
6,1,50,-7.82609004090773e-06,0.0003264793485868722,0.00010781645687529817
2,1,50,-4.574775812216103e-05,0.0003356028173584491,0.00010732889495557174
4,26,50,-3.566622763173655e-05,0.00029497226933017373,0.00010600447421893477
25,12,50,1.7036200006259605e-05,0.00036418362287804484,0.00010563731484580785
5,16,50,-5.6759119615890086e-05,0.0002873990451917052,0.00010529875726206228
6,3,50,-3.9330720028374344e-05,0.0002897184749599546,0.00010526538244448602
21,18,50,-4.644989894586615e-05,0.0003151074633933604,0.00010509848652873188
19,18,50,-0.0001021504431264475,0.00022907290258444846,0.00010499000200070441
17,0,50,-6.234884494915605e-05,0.00032780307810753584,0.00010471582208992913
28,29,50,-5.178928404347971e-05,0.00031680098618380725,0.00010449170804349706
5,7,50,-4.99463094456587e-05,0.0004296224797144532,0.00010289430792909116
16,4,50,-2.749681516434066e-05,0.0003766135487239808,0.00010243177530355752
6,14,50,8.679628081154078e-06,0.0002844430855475366,0.00010221362026641145
6,16,50,6.84738188283518e-05,0.0003287387080490589,0.00010212182678515092
8,12,50,-1.92737570614554e-05,0.00028584105893969536,0.00010190963803324848
20,10,50,-7.678032125113532e-05,0.000246475450694561,0.0001017403628793545
10,23,50,7.270574769790983e-06,0.0002542051370255649,0.00010153412586078048
28,22,50,-1.0640621439961251e-05,0.0003192466974724084,0.00010137080971617252
4,25,50,-5.375266118790023e-05,0.00043334270594641566,0.0001013100118143484
8,4,50,-1.4431476301979274e-05,0.0002627131179906428,0.00010122537787538022
22,22,50,-3.3712385629769415e-05,0.0003117796150036156,0.00010117053898284212
24,1,50,-1.0917186955339275e-05,0.00033864862052723765,0.00010106563422596082
22,21,50,-6.628751725656912e-05,0.0002811382000800222,0.00010102033411385491
24,25,50,-1.35266782308463e-05,0.00021100140293128788,0.00010088801354868338
17,19,50,-2.5832652681856416e-05,0.0003273146285209805,0.0001006436359602958
3,18,50,-4.495739995036274e-05,0.00041439960477873683,0.00010027051030192524
30,5,50,-7.849216490285471e-05,0.0003718661027960479,0.00010010480764321983
6,15,50,4.500388968153857e-05,0.00025890523102134466,9.93418725556694e-05
24,26,50,-9.425878488400485e-06,0.0002843830734491348,9.908080392051488e-05
4,22,50,-4.721283767139539e-05,0.0003231170412618667,9.891152149066329e-05
25,20,50,3.1316280910687055e-06,0.00032580082188360393,9.878515993477777e-05
22,12,50,-1.8286705198988784e-06,0.00029394173179753125,9.869813948171213e-05
5,3,50,-9.335637150797993e-05,0.00036059514968656003,9.81461998890154e-05
11,15,50,4.243850526108872e-06,0.00022732892830390483,9.783267887542024e-05
26,26,50,-2.815127299982123e-05,0.00036975357215851545,9.767890151124448e-05
20,25,50,-6.441355071729049e-05,0.0002562279987614602,9.755373321240768e-05
9,23,50,-1.5410185369546525e-05,0.0002679807657841593,9.716630302136764e-05
7,30,50,-5.4928063036641106e-05,0.0003257002681493759,9.664416575105861e-05
28,6,50,-5.28597847733181e-05,0.00028803880559280515,9.66286679613404e-05
4,19,50,2.4071930965874344e-05,0.00029834144515916705,9.632468572817743e-05
16,26,50,7.201433163572801e-06,0.0002980005810968578,9.618639887776226e-05
19,7,50,-7.744431786704808e-05,0.0002425702114123851,9.594559378456324e-05
16,13,50,5.8929919759975746e-05,0.00031907347147352993,9.554147982271388e-05
2,0,50,-4.979014556738548e-05,0.00030141070601530373,9.535193385090679e-05
30,7,50,-5.834579496877268e-05,0.00026363017968833447,9.526967915007845e-05
23,31,50,-3.8088561268523335e-05,0.00024323438992723823,9.52374903135933e-05
5,26,50,1.5515088307438418e-05,0.0002741072094067931,9.473443060414866e-05
2,14,50,5.22041336807888e-05,0.0002332718577235937,9.446144395042211e-05
3,30,50,2.1433829715533648e-06,0.0002628455695230514,9.439468703931198e-05
3,11,50,-6.941795436432585e-05,0.0003079993766732514,9.435653919354081e-05
23,8,50,-6.773591303499416e-05,0.00042351800948381424,9.38308221520856e-05
17,1,50,-3.167033355566673e-05,0.00030667296960018575,9.36400901991874e-05
5,8,50,5.6986809795489535e-05,0.00026099279057234526,9.358644456369802e-05
2,24,50,-5.252361370366998e-05,0.00030377827351912856,9.294033225160092e-05
21,4,50,-1.8424987501930445e-05,0.00027049038908444345,9.287357534049079e-05
20,17,50,-7.979154906934127e-05,0.00035757088335230947,9.274006151827052e-05
2,23,50,-6.10303868597839e-05,0.00036001738044433296,9.238243364961818e-05
6,4,50,-6.3252450672734994e-06,0.00026672217063605785,9.183406655211002e-05
23,24,50,-8.01336791482754e-05,0.0002975797397084534,9.174704609904438e-05
29,14,50,1.0089874194818549e-05,0.0002553262165747583,9.170055272988975e-05
22,13,50,-1.452445940230973e-05,0.00035678118001669645,9.167194366455078e-05
19,26,50,-3.9724112866679206e-05,0.00027595579740591347,9.153962309937924e-05
1,10,50,6.585121354873991e-06,0.0002534655504859984,9.113788837566972e-05
31,4,50,-6.176948227221146e-05,0.00034257833613082767,9.003639570437372e-05
29,22,50,-6.915211997693405e-05,0.00032513635233044624,8.991599315777421e-05
6,18,50,5.720496119465679e-05,0.00025595774059183896,8.974194497568533e-05
27,17,50,-5.01370413985569e-05,0.00031278052483685315,8.973359945230186e-05
24,14,50,-7.716417167102918e-05,0.0002969482447952032,8.97002246347256e-05
6,9,50,4.238843757775612e-05,0.00030200235778465867,8.917808736441657e-05
10,27,50,4.95159620186314e-05,0.00020216856501065195,8.867144788382575e-05
25,19,50,-3.51631642843131e-05,0.0002681045443750918,8.83734246599488e-05
17,7,50,7.752179953968152e-05,0.00021596095757558942,8.814573084237054e-05
4,13,50,-5.7666300563141704e-05,0.00024902683799155056,8.807420817902312e-05
22,4,50,-8.233785592892673e-06,0.0003023470635525882,8.804440585663542e-05
5,18,50,-3.089666279265657e-05,0.0003013099485542625,8.79931467352435e-05
17,23,50,4.9593447329243645e-05,0.00029901976813562214,8.790969877736643e-05
2,28,50,-4.858732063439675e-05,0.0002731647982727736,8.776664617471397e-05
17,14,50,1.4770031157240737e-05,0.0002938267425633967,8.742094360059127e-05
23,28,50,-3.496646968415007e-05,0.00040462566539645195,8.739947952562943e-05
27,9,50,4.935264428240771e-07,0.00028349211788736284,8.73875615070574e-05
24,5,50,-5.099892587168142e-05,0.0003064463671762496,8.729338878765702e-05
22,17,50,-5.027771112509072e-05,0.00028405876946635544,8.700847683940083e-05
18,27,50,-5.9907437389483675e-05,0.0003280307864770293,8.697271550772712e-05
22,15,50,-1.6363859685952775e-05,0.00027255588793195784,8.692383562447503e-05
9,26,50,3.895759437000379e-05,0.00023162974684964865,8.682966290507466e-05
5,12,50,2.0097493688808754e-05,0.0002310933923581615,8.668541704537347e-05
19,25,50,-7.50124454498291e-05,0.0002931380004156381,8.653521217638627e-05
4,29,50,-1.2645721653825603e-05,0.0002708249958232045,8.65316396811977e-05
5,22,50,-6.0818194469902664e-05,0.00035573708009906113,8.652925316710025e-05
2,26,50,-2.584338108135853e-05,0.0003269799053668976,8.520722622051835e-05
1,26,50,-2.03001491172472e-05,0.00027902782312594354,8.517861715517938e-05
6,6,50,4.408836321090348e-05,0.00018494371033739299,8.503913704771549e-05
26,22,50,2.0644663891289383e-05,0.00021291733719408512,8.480787073494866e-05
6,23,50,-5.6068896810756996e-05,0.0003596385067794472,8.462667756248266e-05
27,25,50,-1.3589858838258806e-07,0.0002652884868439287,8.455753413727507e-05
24,9,50,-5.377173511078581e-05,0.0002975116658490151,8.422732207691297e-05
25,7,50,-2.6857853299588896e-05,0.00024192998534999788,8.418798097409308e-05
0,21,50,-2.2197962607606314e-05,0.0002906157460529357,8.397698547923937e-05
23,11,50,-5.636096102534793e-05,0.00031622470123693347,8.374571916647255e-05
3,8,50,1.3335943549463991e-05,0.00024514758842997253,8.370041905436665e-05
6,17,50,-7.254600495798513e-05,0.0004134209593757987,8.306503150379285e-05
5,19,50,-3.6668777738668723e-06,0.0002245555369881913,8.265257201856002e-05
4,17,50,-7.296800504263956e-06,0.0002677128941286355,8.208870713133365e-05
3,25,50,-4.325628106016666e-05,0.0003026855119969696,8.175135008059442e-05
4,0,50,-4.52303902420681e-05,0.0002658992016222328,8.170366345439106e-05
28,26,50,-5.836486707266886e-06,0.00027642547502182424,8.168935892172158e-05
3,24,50,-4.73129766760394e-05,0.0002831989841070026,8.087277092272416e-05
16,15,50,-1.225113828695612e-05,0.0002317966427654028,8.083463035291061e-05
3,20,50,1.5040635844343342e-05,0.00029894683393649757,8.081316627794877e-05
25,5,50,-1.6257763491012156e-05,0.00022167734277900308,8.072614582488313e-05
18,18,50,-2.8755664970958605e-05,0.0002173395623685792,8.0618861829862e-05
23,13,50,-3.322720658616163e-05,0.00018209080735687166,8.030772005440667e-05
30,11,50,-9.075402886082884e-06,0.0002480146358720958,8.024096314329654e-05
17,30,50,-1.1978149814240169e-05,0.0002675032301340252,8.01181813585572e-05
1,21,50,-6.446480983868241e-05,0.00031406295602209866,7.982850365806371e-05
1,4,50,-2.2684334908262827e-05,0.00028680398827418685,7.962107338244095e-05
25,31,50,-6.0170888900756836e-05,0.000229289464186877,7.953524618642405e-05
31,21,50,3.113627462880686e-05,0.00018914016254711896,7.950186409289017e-05
26,21,50,-2.2127627744339406e-05,0.00020990626944694668,7.948637357912958e-05
1,3,50,-2.433896042930428e-05,0.0002788120764307678,7.943510718178004e-05
8,27,50,2.866983322746819e-06,0.00021692441077902913,7.941365038277581e-05
0,26,50,-3.093361738137901e-05,0.0002506455930415541,7.934212771942839e-05
2,6,50,-3.4142733056796715e-05,0.00024645921075716615,7.920384086901322e-05
4,24,50,1.5854836021844676e-07,0.00020364715601317585,7.912516593933105e-05
7,14,50,1.489281657995889e-05,0.0002244345669168979,7.852911949157715e-05
18,25,50,7.523060048697516e-05,0.0001929792488226667,7.844925130484626e-05
1,16,50,-1.1646747225313447e-05,0.00024942177697084844,7.826805085642263e-05
28,28,50,-4.6923159970901906e-05,0.0002497842360753566,7.818937592674047e-05
19,22,50,-3.991365520050749e-05,0.00024426652817055583,7.796526188030839e-05
24,31,50,-6.994247087277472e-05,0.0002833067555911839,7.788420043652877e-05
6,21,50,6.83188454786432e-06,0.00019825261551886797,7.78305548010394e-05
27,26,50,-2.7630328986560926e-05,0.0002476009540259838,7.765769987599924e-05
29,24,50,-1.0285377356922254e-05,0.00019683207210619003,7.750510849291459e-05
29,18,50,-4.0810107748256996e-05,0.0002929774927906692,7.742882007732987e-05
24,8,50,-6.765723082935438e-05,0.00030465758754871786,7.735609688097611e-05
20,31,50,-4.467964026844129e-05,0.000249038974288851,7.708072371315211e-05
27,24,50,-5.359649730962701e-05,0.000270797754637897,7.694720989093184e-05
23,17,50,-4.028916373499669e-05,0.0002634890843182802,7.676720269955695e-05
0,25,50,-4.234314110362902e-05,0.00030318895005621016,7.655143417650834e-05
5,20,50,-1.7076730728149414e-05,0.0002652686962392181,7.653355714865029e-05
26,31,50,2.9718876248807646e-06,0.0002100019482895732,7.645010919077322e-05
0,0,50,-3.3057927794288844e-05,0.00026368018006905913,7.608771556988358e-05
4,10,50,-1.440525011275895e-05,0.0002494732616469264,7.602453115396202e-05
31,16,50,-3.1293631764128804e-05,0.00023724918719381094,7.575154450023547e-05
18,26,50,-1.370787595078582e-05,0.00024187327653635293,7.538914360338822e-05
2,25,50,-2.731919266807381e-05,0.0001950661389855668,7.529855065513402e-05
29,12,50,-7.040262426016852e-05,0.0003491982934065163,7.516145706176758e-05
30,17,50,7.68899917602539e-06,0.00020629478967748582,7.494926103390753e-05
23,9,50,-3.62443934136536e-05,0.00017429914441891015,7.462501525878906e-05
5,25,50,-2.7346610295353457e-05,0.0002037586091319099,7.455825834767893e-05
16,9,50,-5.6437253078911453e-05,0.0002798338246066123,7.415891013806686e-05
1,28,50,-1.2564659073177609e-06,0.00019919162150472403,7.403850759146735e-05
30,23,50,-3.0294657335616648e-05,0.00023636790865566581,7.403492782032117e-05
21,13,50,-3.61597521987278e-05,0.000208851823117584,7.402777555398643e-05
4,8,50,3.201365325367078e-05,0.0002417352661723271,7.39014139981009e-05
6,11,50,-2.738475814112462e-05,0.00025564630050212145,7.388353697024286e-05
3,7,50,-4.640579209080897e-05,0.00030802967376075685,7.371425454039127e-05
0,18,50,-3.496408317005262e-05,0.00024420215049758554,7.36355796107091e-05
0,16,50,-1.622438503545709e-05,0.0002423592086415738,7.341623131651431e-05
28,31,50,3.137707608402707e-05,0.00021086195192765445,7.33554334146902e-05
29,29,50,-5.406260606832802e-05,0.0002948161563836038,7.327199273277074e-05
30,4,50,-5.797982157673687e-05,0.00022813827672507614,7.311224908335134e-05
18,15,50,-1.1751651982194744e-05,0.00021267602278385311,7.303714664885774e-05
2,10,50,-2.1388530512922443e-05,0.00020810474234167486,7.294178067240864e-05
20,7,50,-1.583695484441705e-05,0.00028930880944244564,7.283091690624133e-05
4,31,50,-3.20696817652788e-05,0.00023896536731626838,7.26699799997732e-05
