q_id,shot,n_trials_used,n_boot,pt_abc_mean,pt_abc_median,pt_abd_mean,pt_abd_median,pt_abc_p_gt1,pt_abd_p_gt1,delta_mean,delta_median,delta_p_gt0,pt_abc_ci2_low,pt_abc_ci2_high,pt_abd_ci2_low,pt_abd_ci2_high,delta_ci2_low,delta_ci2_high,pt_abc_ci1_low,pt_abd_ci1_low,delta_ci1_low
Q4,1,100,10000,2.780115603385928,2.7668272515490324,1.8698713521107282,1.8601383416643842,1.0,1.0,-0.9102442512751995,-0.9060166451724855,0.0,2.441772406239369,3.1866766469962773,1.6336169690129971,2.1571723230983837,-1.0822466175646643,-0.7554839379157919,2.4916875664973497,1.665179685588699,-1.05461136672678
Q4,3,100,10000,2.7243285542083098,2.712044064725432,1.2358613033019812,1.2290034410051778,1.0,0.9984,-1.4884672509063284,-1.482387681950316,0.0,2.413233219293632,3.092603724750544,1.0678847984777975,1.4427695972048682,-1.6896033074438133,-1.312469547278197,2.454768962504954,1.089902597587083,-1.6578053047101073
Q4,5,100,10000,3.338112243421256,3.319122553173441,1.3440142806592117,1.3359370675746658,1.0,0.9999,-1.9940979627620439,-1.982837926212833,0.0,2.9030846611777847,3.8678725225636863,1.1317900136650687,1.6047638628793115,-2.2986863244695503,-1.745623053591485,2.9673485958627293,1.1609844194735242,-2.2411831372943802
Q4,7,100,10000,4.586759620044678,4.559320317906172,1.8940416686395427,1.8804777244182804,1.0,1.0,-2.6927179514051347,-2.6771264315083445,0.0,3.9317488769194986,5.409323449362075,1.574170274307557,2.287805779935499,-3.1539541522521124,-2.3254233715625148,4.02464261216559,1.6214456773775943,-3.0577927615005467
Q4,10,100,10000,7.365009617453933,7.293213428236322,3.111125068205059,3.077451914524796,1.0,1.0,-4.253884549248873,-4.215162624922831,0.0,6.059565932146091,9.076745346107998,2.532545050665195,3.8707093287722807,-5.233157667437842,-3.5111739413557013,6.227706954850726,2.6102593049113385,-5.041468597172686
Q5,1,100,10000,1.3115854212274354,1.3077336840358131,6.529642206669251,6.511007210752941,1.0,1.0,5.218056785441817,5.201806233199882,1.0,1.1751982264706768,1.4678406889590752,5.85090245049559,7.315341720599797,4.621810570817222,5.90168393611406,1.1953933138653368,5.9447360956549495,4.704699391962961
Q5,3,100,10000,0.6285863901781429,0.6268431383219527,8.081698971555335,8.046887723927824,0.0,1.0,7.453112581377193,7.419003959617069,1.0,0.5278756840886946,0.7382682060478528,6.8870683131383235,9.529786011050517,6.32652879137862,8.825044641624583,0.542982152614953,7.052622281043605,6.477683189409967
Q5,5,100,10000,0.5107785793403563,0.5073074544769186,9.807083905604353,9.739442337797046,0.0,1.0,9.296305326263997,9.232012532397754,1.0,0.42225570177385924,0.6158742968965164,8.265599011462996,11.713296044605865,7.8238622216453315,11.122100346006095,0.4354542898800128,8.46340135469683,8.014815556361794
Q5,7,100,10000,0.6554905637358728,0.649931378359107,13.693851642718986,13.577501005508378,0.0001,1.0,13.038361078983115,12.926790777717692,1.0,0.530622306706609,0.8096462237195641,11.306465750810633,16.677173877779477,10.76056266678639,15.889398397151377,0.5479078475345615,11.629422694866674,11.068591704198544
Q5,10,100,10000,0.7214861567882703,0.7136881171872465,16.04224278864879,15.858455572634782,0.0074,1.0,15.320756631860519,15.145675154542253,1.0,0.5638327423174974,0.9218164955266501,12.883506565072418,20.20095967610685,12.310369731939781,19.285901345106087,0.5857338808006715,13.28183724605292,12.682814754106735
Q6,1,100,10000,1.398123331644749,1.3877932332540979,0.9347297860152234,0.9342898256742462,1.0,0.0074,-0.4633935456295258,-0.4529821495283608,0.0,1.184268668906105,1.6716134463462171,0.885979032117508,0.9864158113318501,-0.7333443121598149,-0.251078079670201,1.2117699106828401,0.8933619971025829,-0.6838604537906527
Q6,3,100,10000,2.4665004182344195,2.439068508870633,1.035272767550896,1.0352603705504393,1.0,0.915,-1.4312276506835233,-1.405122798484837,0.0,1.985249342748285,3.093282869137028,0.9841303103172178,1.0855436684881927,-2.047388514130716,-0.9580455267325967,2.045789037440652,0.9925863134105263,-1.9330610193698228
Q6,5,100,10000,2.3690522303020405,2.3482471580575712,1.0787430981452863,1.0787688943692126,1.0,0.9997,-1.290309132156754,-1.2700720565951658,0.0,1.9408077996781443,2.912417459893736,1.034955579226087,1.1216856019174293,-1.8276049952571993,-0.8662636800455544,2.001057386864854,1.0421820294207869,-1.7194652493024782
Q6,7,100,10000,2.1571649739614163,2.145124042428448,1.102896643714069,1.1028366599550292,1.0,1.0,-1.0542683302473477,-1.0412779393811913,0.0,1.8393682194216228,2.546002774986196,1.0538985212213057,1.1515119607538564,-1.442963969135212,-0.7385459480253099,1.8828489835809228,1.062507765353084,-1.371378498357335
Q6,10,100,10000,1.877303360115017,1.8719443306393981,1.2514845835688218,1.2516084602088957,1.0,1.0,-0.6258187765461953,-0.6190410551609977,0.0,1.6589545131531411,2.136226922747171,1.2134095344360796,1.28838651325487,-0.8766208703968345,-0.41434651983759035,1.692240145044594,1.2195896401054156,-0.8281382939279969
Q7,1,100,10000,0.8981187320064091,0.897948680221982,1.2024898474915058,1.1957510243310083,0.0012,0.9669,0.30437111548509665,0.298147892774868,0.9997,0.8349705097608864,0.9639778509965068,0.9881174058126105,1.449032273069861,0.11730268334115225,0.5229778916058849,0.8449037322207056,1.020109019264905,0.14527551318927084
Q7,3,100,10000,0.9413514734430868,0.9413255990796836,1.477782994440845,1.4655996351656917,0.059,0.9981,0.5364315209977579,0.5216825737729497,1.0,0.8689827607616679,1.0141368880736248,1.1187000813575116,1.9075634596938609,0.22850124553393988,0.928823597095416,0.8810647451067953,1.1729503485803041,0.2700087974169055
Q7,5,100,10000,1.0399961518919276,1.0401539590885027,1.8848332798813596,1.8693158364246596,0.8857,1.0,0.8448371279894316,0.8284757289770299,1.0,0.9758529778482317,1.1050800489353658,1.499764234876947,2.3689531728383777,0.49825612835558175,1.2889549782294327,0.9852998256720205,1.5547282722325617,0.5478477476712785
Q7,7,100,10000,1.1072471100219257,1.1074163379658182,3.0724518271395818,3.047443592482458,1.0,1.0,1.965204717117656,1.9393801601480964,1.0,1.0576087338800244,1.15628382871157,2.5149660428278313,3.7719963578762807,1.4368811076871153,2.640069964218399,1.064832234523689,2.5912495616971767,1.506024607923851
Q7,10,100,10000,1.017773173773929,1.0178241195487994,4.580594535250407,4.547077350434882,0.8332,1.0,3.5628213614764785,3.528501398233187,1.0,0.9823680291990853,1.0542644969962707,3.8084821673112357,5.499557137895819,2.8027735148900508,4.469173739944154,0.987742158370187,3.9157737656363305,2.9113546182937218
Q8,1,100,10000,1.6543022268078151,1.6495720123736015,1.0931777985647135,1.0932888731469652,1.0,0.9927,-0.5611244282431016,-0.5569825421437536,0.0,1.4721218148431343,1.870923226300459,1.0188461166959524,1.1678809893414472,-0.7868852114712667,-0.36790496939106776,1.4975023179282283,1.0309473179223747,-0.745250359645425
Q8,3,100,10000,2.082410803632229,2.06147577359428,1.0085372726587283,1.0076430129528893,1.0,0.5736,-1.073873530973501,-1.0556127068091123,0.0,1.6690336262940906,2.6051657246983435,0.930387779067674,1.0931583870900818,-1.6062840414862263,-0.6526890027295732,1.7272467503695788,0.9421327862148197,-1.5065191718063087
Q8,5,100,10000,1.7582042674217664,1.7457317724916068,1.3137228220226036,1.3112449027422795,1.0,1.0,-0.4444814453991627,-0.43262565512770346,0.002,1.4512705628662799,2.140245978158556,1.186777445971623,1.452798060675834,-0.8264002865235893,-0.13053278077446936,1.4922794519517184,1.2042289411024742,-0.7571459779604024
Q8,7,100,10000,1.990826717092817,1.981140786421307,1.475892929938362,1.4731823523569691,1.0,1.0,-0.5149337871544549,-0.5071925939308101,0.0,1.7344309183893727,2.3012311564730097,1.354158590589914,1.6114359241643579,-0.8234793507657698,-0.25108733900889824,1.7665210590150304,1.3726827470840706,-0.76873382505564
Q8,10,100,10000,2.3269671717168148,2.318631688043593,1.6763287610636257,1.6735057182534583,1.0,1.0,-0.6506384106531892,-0.6444582597122548,0.0,2.0767804453483736,2.6173890718421107,1.5607349709260097,1.8085013691237717,-0.9302200775935368,-0.4041475449548097,2.114431333169771,1.576653977607774,-0.8806099011670584
Q9,1,100,10000,1.876525171438836,1.8750079654300185,0.6455486249121465,0.6421977931386971,1.0,0.0,-1.2309765465266893,-1.2304571718751904,0.0,1.770212392249822,1.988013942858912,0.546045868277056,0.7619516315696729,-1.3540868639211332,-1.114628614245298,1.7856738024583914,0.5603914370502057,-1.3332780152274788
Q9,3,100,10000,1.3993730604323158,1.398719515806759,0.7817937254975624,0.7771456507935037,1.0,0.0058,-0.6175793349347533,-0.6212673478921278,0.0,1.3478787491820314,1.4559084989466478,0.64387813050687,0.9485159679921896,-0.777690277954075,-0.433810020110042,1.3552347425357263,0.6625968278342738,-0.7547373073378028
Q9,5,100,10000,1.0835985446021619,1.0834172123334898,1.034763621080053,1.0286187503745354,1.0,0.6118,-0.048834923522109046,-0.05451663163878717,0.306,1.0471330514167758,1.1215456021454255,0.8555179803883278,1.2503302789827357,-0.23978330923414382,0.1755681797728929,1.053158964541028,0.8799296163252369,-0.21159322309218662
Q9,7,100,10000,0.9752092238646543,0.9750427472491232,1.7302601511141233,1.7145991674401349,0.0789,1.0,0.7550509272494692,0.7388205981745053,1.0,0.9421351012187948,1.009963172835627,1.429007584226621,2.121940999438091,0.45731789557265357,1.1395922471394662,0.9469795378259318,1.4693963597329143,0.49716844413834704
Q9,10,100,10000,0.8427079652161512,0.8426880463979757,2.738189315782102,2.7140770999257833,0.0,1.0,1.895481350565951,1.872248985680529,1.0,0.8202445036732153,0.8652221453416833,2.2411144568009203,3.3784014202292934,1.3995147786645152,2.5260077628165085,0.8242995039244477,2.30814230602821,1.4662804471463713
