q_id,layer,head,n_trials,mean_delta_p,std_delta_p,mean_abs_delta_p,mean_p_base,std_p_base,mean_p_patch,std_p_patch,mean_p_base_target,mean_p_patch_target,mean_delta_p_target,mean_delta_logit,std_delta_logit,mean_abs_delta_logit,mean_logit_base,mean_logit_patch,mean_delta_logprob,std_delta_logprob,mean_abs_delta_logprob,mean_logprob_base,mean_logprob_patch,any_nonzero,mean_act_norm,clean_mean_norm
Q1,0,0,25,-0.00048656463623046874,0.0018688699856205687,0.0008668136596679687,0.09955905914306641,0.16713882534193208,0.09907249450683593,0.16581111055396341,0.09955905914306641,0.09907249450683593,-0.00048656463623046874,-0.003125,0.016086922095292187,0.013125,12.716875,12.71375,-0.002333984375,0.009467641230462316,0.008193359375,-3.375078125,-3.377412109375,True,0.16765357553958893,0.16765357553958893
Q1,0,1,25,-4.69207763671875e-05,0.0012488561477953526,0.0006940460205078125,0.09955905914306641,0.16713882534193208,0.09951213836669921,0.16683967259075577,0.09955905914306641,0.09951213836669921,-4.69207763671875e-05,0.0015625,0.021194781197266463,0.0184375,12.716875,12.7184375,0.00033203125,0.01325733140332171,0.01013671875,-3.375078125,-3.37474609375,True,0.15583567321300507,0.15583567321300507
Q1,0,2,25,-4.7454833984375e-05,0.0010255836577599898,0.000583953857421875,0.09955905914306641,0.16713882534193208,0.09951160430908203,0.16697615233237958,0.09955905914306641,0.09951160430908203,-4.7454833984375e-05,-0.000625,0.01576809476442858,0.0125,12.716875,12.71625,-0.00109375,0.012014719518466582,0.009296875,-3.375078125,-3.376171875,True,0.26280760765075684,0.26280760765075684
Q1,0,3,25,0.00018970489501953124,0.0013782886570480192,0.0007722091674804688,0.09955905914306641,0.16713882534193208,0.09974876403808594,0.16701387814728547,0.09955905914306641,0.09974876403808594,0.00018970489501953124,-0.000625,0.01899835519196333,0.015,12.716875,12.71625,0.0016796875,0.014611985896377586,0.0116015625,-3.375078125,-3.3733984375,True,0.11846797913312912,0.11846797913312912
Q1,0,4,25,-0.0003049468994140625,0.000865410518261759,0.0005945587158203126,0.09955905914306641,0.16713882534193208,0.09925411224365234,0.1668055323127116,0.09955905914306641,0.09925411224365234,-0.0003049468994140625,-0.00625,0.01697309451750034,0.013125,12.716875,12.710625,-0.003662109375,0.01352847508263675,0.010849609375,-3.375078125,-3.378740234375,True,0.04654629901051521,0.04654629901051521
Q1,0,5,25,-9.304046630859375e-05,0.0008881359986738097,0.0006136703491210938,0.09955905914306641,0.16713882534193208,0.0994660186767578,0.16679405622060342,0.09955905914306641,0.0994660186767578,-9.304046630859375e-05,-0.001875,0.018524687919098663,0.01625,12.716875,12.715,-0.00017578125,0.013596948707712192,0.01134765625,-3.375078125,-3.37525390625,True,0.046928856521844864,0.046928856521844864
Q1,0,6,25,-6.656646728515625e-05,0.0007524252236276608,0.0005224990844726562,0.09955905914306641,0.16713882534193208,0.09949249267578125,0.16699749123184612,0.09955905914306641,0.09949249267578125,-6.656646728515625e-05,-0.0021875,0.019075303077539817,0.0146875,12.716875,12.7146875,-0.000234375,0.012220008726725608,0.009296875,-3.375078125,-3.3753125,True,0.05222804471850395,0.05222804471850395
Q1,0,7,25,-0.0001975250244140625,0.0009534194727859114,0.0005252838134765625,0.09955905914306641,0.16713882534193208,0.09936153411865234,0.16685759072936351,0.09955905914306641,0.09936153411865234,-0.0001975250244140625,-0.004375,0.015322063340164078,0.01125,12.716875,12.7125,-0.002880859375,0.010156719490350418,0.007333984375,-3.375078125,-3.377958984375,True,0.0596516951918602,0.0596516951918602
Q1,0,8,25,-8.167266845703125e-05,0.001503905266910083,0.0009177780151367188,0.09955905914306641,0.16713882534193208,0.09947738647460938,0.166585787415353,0.09955905914306641,0.09947738647460938,-8.167266845703125e-05,0.001875,0.018524687919098663,0.015,12.716875,12.71875,-0.000283203125,0.013584345929992475,0.011298828125,-3.375078125,-3.375361328125,True,0.0703035369515419,0.0703035369515419
Q1,0,9,25,-0.0002754974365234375,0.0018796279722108145,0.0010845184326171875,0.09955905914306641,0.16713882534193208,0.09928356170654297,0.16612436409479553,0.09955905914306641,0.09928356170654297,-0.0002754974365234375,0.0025,0.02526422866425967,0.021875,12.716875,12.719375,0.002041015625,0.018017628408635796,0.014912109375,-3.375078125,-3.373037109375,True,0.2791843116283417,0.2791843116283417
