q_id,layer,head,n_trials,mean_delta_p,std_delta_p,mean_abs_delta_p,mean_p_base,std_p_base,mean_p_patch,std_p_patch,mean_p_base_target,mean_p_patch_target,mean_delta_p_target,mean_delta_logit,std_delta_logit,mean_abs_delta_logit,mean_logit_base,mean_logit_patch,mean_delta_logprob,std_delta_logprob,mean_abs_delta_logprob,mean_logprob_base,mean_logprob_patch,any_nonzero,mean_act_norm,clean_mean_norm
Q6,13,27,25,0.025682215690612794,0.021596936260407523,0.025682215690612794,0.017191691398620604,0.03795762335239086,0.0428739070892334,0.04917101470238303,0.017191691398620604,0.0428739070892334,0.025682215690612794,1.7165625,1.0950344466970547,1.7165625,11.1209375,12.8375,1.4490234375,0.9410473252495727,1.4490234375,-5.510859375,-4.0618359375,True,2.5585122108459473,2.5585122108459473
Q6,15,17,25,0.00506993293762207,0.00937791124832126,0.0050966739654541016,0.017289915084838868,0.03834059244493513,0.022359848022460938,0.04658845541616309,0.017289915084838868,0.022359848022460938,0.00506993293762207,0.37125,0.20238893076666767,0.37125,11.12125,11.4925,0.250078125,0.1706548308400981,0.265390625,-5.5101171875,-5.2600390625,True,2.402708053588867,2.402708053588867
Q6,16,29,25,0.0034859800338745118,0.005032385050739152,0.0034977197647094727,0.017180671691894533,0.03802851212828544,0.020666651725769043,0.042716486208331426,0.017180671691894533,0.020666651725769043,0.0034859800338745118,0.304375,0.16373822118896064,0.3053125,11.1209375,11.4253125,0.167109375,0.1551918073556478,0.199921875,-5.512109375,-5.345,True,1.6856836080551147,1.6856836080551147
Q6,15,16,25,0.0019917201995849607,0.0031898973968611096,0.0020778751373291015,0.017289915084838868,0.03834059244493513,0.019281635284423827,0.04065062746678044,0.017289915084838868,0.019281635284423827,0.0019917201995849607,0.13046875,0.12549705860596894,0.14921875,11.12125,11.25171875,0.1319140625,0.12089131264344949,0.1481640625,-5.5101171875,-5.378203125,True,2.2081756591796875,2.2081756591796875
Q6,31,14,25,0.0017782926559448242,0.005422566161729033,0.0018923616409301759,0.0171779727935791,0.03780834347950974,0.018956265449523925,0.04307118116055713,0.0171779727935791,0.018956265449523925,0.0017782926559448242,0.1684375,0.09786116002084279,0.1684375,11.1228125,11.29125,0.039296875,0.0936446673893861,0.083671875,-5.5116015625,-5.4723046875,True,13.266092300415039,13.266092300415039
Q6,17,5,25,0.0016346406936645509,0.002343466146462837,0.001639704704284668,0.017193379402160643,0.03801696692432465,0.018828020095825196,0.04016681663323746,0.017193379402160643,0.018828020095825196,0.0016346406936645509,0.186875,0.08413362465076017,0.186875,11.1178125,11.3046875,0.0931640625,0.08181332660487685,0.1047265625,-5.5121875,-5.4190234375,True,1.409188151359558,1.409188151359558
Q6,28,0,25,0.001609177589416504,0.006189075783230708,0.001718916893005371,0.017179503440856933,0.03799508773451181,0.018788681030273438,0.04394378525861618,0.017179503440856933,0.018788681030273438,0.001609177589416504,0.01328125,0.07143205906664038,0.05265625,11.1190625,11.13234375,0.03828125,0.06953563890642697,0.06140625,-5.51390625,-5.475625,True,2.0109477043151855,2.0109477043151855
Q6,13,23,25,0.0014905595779418945,0.002501538714523061,0.0014962053298950195,0.017191691398620604,0.03795762335239086,0.0186822509765625,0.04011964706652036,0.017191691398620604,0.0186822509765625,0.0014905595779418945,0.07609375,0.09872923041075525,0.09109375,11.1209375,11.19703125,0.095625,0.08653993388170574,0.0990625,-5.510859375,-5.415234375,True,1.227556824684143,1.227556824684143
Q6,22,11,25,0.0014250469207763672,0.004970065196623926,0.0015846538543701173,0.017153964042663575,0.03789772681158299,0.018579010963439942,0.042696991065197504,0.017153964042663575,0.018579010963439942,0.0014250469207763672,0.01015625,0.08663072672268195,0.06234375,11.11765625,11.1278125,0.050546875,0.07252449411125698,0.066484375,-5.5134375,-5.462890625,True,2.0425941944122314,2.0425941944122314
Q6,15,1,25,0.0012848186492919922,0.002689668818916082,0.0016266155242919923,0.017289915084838868,0.03834059244493513,0.01857473373413086,0.03799527645153423,0.017289915084838868,0.01857473373413086,0.0012848186492919922,0.12640625,0.08804850403328839,0.12890625,11.12125,11.24765625,0.1153515625,0.07537358129883773,0.1171484375,-5.5101171875,-5.394765625,True,2.039433002471924,2.039433002471924
Q6,14,12,25,0.0012517976760864258,0.0019324216008233211,0.0012517976760864258,0.017143430709838866,0.03769367236872855,0.01839522838592529,0.03872194707359244,0.017143430709838866,0.01839522838592529,0.0012517976760864258,0.11046875,0.0824988162793867,0.11046875,11.11984375,11.2303125,0.089453125,0.06754085858297183,0.089453125,-5.5128125,-5.423359375,True,2.122816324234009,2.122816324234009
Q6,15,19,25,0.0011447763442993164,0.0027213980582682412,0.0011541032791137695,0.017289915084838868,0.03834059244493513,0.018434691429138183,0.041022399246027,0.017289915084838868,0.018434691429138183,0.0011447763442993164,0.07703125,0.07428467466863539,0.07890625,11.12125,11.19828125,0.038125,0.047050842057090224,0.046875,-5.5101171875,-5.4719921875,True,0.8126263618469238,0.8126263618469238
Q6,13,6,25,0.0011212921142578125,0.0014695979672170528,0.0011719512939453126,0.017191691398620604,0.03795762335239086,0.018312983512878418,0.03804699595997057,0.017191691398620604,0.018312983512878418,0.0011212921142578125,0.135,0.12988069194697494,0.145,11.1209375,11.2559375,0.1535546875,0.12625024172315968,0.1558203125,-5.510859375,-5.3573046875,True,1.3288912773132324,1.3288912773132324
Q6,14,6,25,0.001043405532836914,0.0012574142461727717,0.0010435962677001953,0.017143430709838866,0.03769367236872855,0.01818683624267578,0.03795293813009795,0.017143430709838866,0.01818683624267578,0.001043405532836914,0.11875,0.11633544406961706,0.1196875,11.11984375,11.23859375,0.130859375,0.11155609881845882,0.131484375,-5.5128125,-5.381953125,True,0.5267324447631836,0.5267324447631836
Q6,21,10,25,0.0010396528244018554,0.0015913401942302466,0.001052708625793457,0.01717043399810791,0.037899457388269546,0.018210086822509765,0.039319617629791345,0.01717043399810791,0.018210086822509765,0.0010396528244018554,0.10765625,0.08234004379704932,0.11296875,11.1209375,11.22859375,0.0424609375,0.08932984818829455,0.0840234375,-5.5112890625,-5.468828125,True,1.6722806692123413,1.6722806692123413
Q6,14,29,25,0.0010043096542358399,0.001253688228937745,0.0010113286972045898,0.017143430709838866,0.03769367236872855,0.018147740364074707,0.03859408306101938,0.017143430709838866,0.018147740364074707,0.0010043096542358399,0.09828125,0.09730047693870776,0.10203125,11.11984375,11.218125,0.0899609375,0.08134399610988509,0.0915234375,-5.5128125,-5.4228515625,True,2.125063896179199,2.125063896179199
Q6,10,5,25,0.0009936904907226563,0.0016580883037453935,0.0011415386199951172,0.01718245506286621,0.037673005441960644,0.018176145553588867,0.03851285116337999,0.01718245506286621,0.018176145553588867,0.0009936904907226563,0.1259375,0.175891562608543,0.150625,11.1225,11.2484375,0.0886328125,0.12078314499645378,0.1108203125,-5.509375,-5.4207421875,True,2.423603057861328,2.423603057861328
Q6,15,27,25,0.0009475135803222656,0.002037720487227226,0.0009506702423095703,0.017289915084838868,0.03834059244493513,0.018237428665161134,0.04035358476942833,0.017289915084838868,0.018237428665161134,0.0009475135803222656,0.04375,0.037222278904911234,0.04875,11.12125,11.165,0.0347265625,0.032742764438068984,0.0378515625,-5.5101171875,-5.475390625,True,1.1143131256103516,1.1143131256103516
